landmark_imagesA,landmark_imagesB,landmark_imagesC,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,imageA.started,imageB.started,imageC.started,text_3.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,31.77273459000571,35.77729886099405,35.77729886099405,space,2.9522642899974016,,,,,,,,,489829,001,2022-12-07_15h05.45.062,nh_VisCompRating,2022.2.4,None,
images/Landmark4.png,images/Landmark8.png,images/Landmark12.png,0,0,0,3,,,,,,38.89336413399724,38.89336413399724,38.89336413399724,38.89336413399724,38.89336413399724,2,8.971216908001225,,489829,001,2022-12-07_15h05.45.062,nh_VisCompRating,2022.2.4,None,
images/Landmark3.png,images/Landmark7.png,images/Landmark11.png,0,1,1,2,,,,,,47.926817856001435,47.926817856001435,47.926817856001435,47.926817856001435,47.926817856001435,2,0.39043490099720657,,489829,001,2022-12-07_15h05.45.062,nh_VisCompRating,2022.2.4,None,
images/Landmark2.png,images/Landmark6.png,images/Landmark10.png,0,2,2,1,,,,,,48.36672492300568,48.36672492300568,48.36672492300568,48.36672492300568,48.36672492300568,3,0.34796174700022675,,489829,001,2022-12-07_15h05.45.062,nh_VisCompRating,2022.2.4,None,
images/Landmark1.png,images/Landmark5.png,images/Landmark9.png,0,3,3,0,,,,,,48.76565364999988,48.76565364999988,48.76565364999988,48.76565364999988,48.76565364999988,2,0.35295989298901986,,489829,001,2022-12-07_15h05.45.062,nh_VisCompRating,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,49.150728231994435,,,,,,,
